,Start Date,stationid,counts
10690,2020-12-31 15:00:00,502,5
10691,2020-12-31 15:00:00,532,5
10692,2020-12-31 15:00:00,547,5
10693,2020-12-31 15:00:00,553,5
10694,2020-12-31 15:00:00,596,5
10695,2020-12-31 15:00:00,609,5
10696,2020-12-31 15:00:00,612,5
10697,2020-12-31 15:00:00,621,5
10698,2020-12-31 15:00:00,635,5
10699,2020-12-31 15:00:00,782,5
10700,2020-12-31 15:00:00,5,4
10701,2020-12-31 15:00:00,6,4
10702,2020-12-31 15:00:00,11,4
10703,2020-12-31 15:00:00,63,4
10704,2020-12-31 15:00:00,73,4
10705,2020-12-31 15:00:00,81,4
10706,2020-12-31 15:00:00,83,4
10707,2020-12-31 15:00:00,116,4
10708,2020-12-31 15:00:00,122,4
10709,2020-12-31 15:00:00,143,4
10710,2020-12-31 15:00:00,148,4
10711,2020-12-31 15:00:00,177,4
10712,2020-12-31 15:00:00,186,4
10713,2020-12-31 15:00:00,199,4
10714,2020-12-31 15:00:00,200,4
10715,2020-12-31 15:00:00,214,4
10716,2020-12-31 15:00:00,219,4
10717,2020-12-31 15:00:00,244,4
10718,2020-12-31 15:00:00,255,4
10719,2020-12-31 15:00:00,268,4
10720,2020-12-31 15:00:00,272,4
10721,2020-12-31 15:00:00,278,4
10722,2020-12-31 15:00:00,310,4
10723,2020-12-31 15:00:00,315,4
10724,2020-12-31 15:00:00,345,4
10725,2020-12-31 15:00:00,351,4
10726,2020-12-31 15:00:00,401,4
10727,2020-12-31 15:00:00,405,4
10728,2020-12-31 15:00:00,436,4
10729,2020-12-31 15:00:00,455,4
10730,2020-12-31 15:00:00,459,4
10731,2020-12-31 15:00:00,460,4
10732,2020-12-31 15:00:00,474,4
10733,2020-12-31 15:00:00,486,4
10734,2020-12-31 15:00:00,495,4
10735,2020-12-31 15:00:00,518,4
10736,2020-12-31 15:00:00,524,4
10737,2020-12-31 15:00:00,530,4
10738,2020-12-31 15:00:00,551,4
10739,2020-12-31 15:00:00,552,4
10740,2020-12-31 15:00:00,569,4
10741,2020-12-31 15:00:00,579,4
10742,2020-12-31 15:00:00,630,4
10743,2020-12-31 15:00:00,637,4
10744,2020-12-31 15:00:00,639,4
10745,2020-12-31 15:00:00,645,4
10746,2020-12-31 15:00:00,675,4
10747,2020-12-31 15:00:00,687,4
10748,2020-12-31 15:00:00,716,4
10749,2020-12-31 15:00:00,732,4
10750,2020-12-31 15:00:00,783,4
10751,2020-12-31 15:00:00,815,4
10752,2020-12-31 15:00:00,816,4
10753,2020-12-31 15:00:00,8,3
10754,2020-12-31 15:00:00,28,3
10755,2020-12-31 15:00:00,34,3
10756,2020-12-31 15:00:00,37,3
10757,2020-12-31 15:00:00,49,3
10758,2020-12-31 15:00:00,51,3
10759,2020-12-31 15:00:00,52,3
10760,2020-12-31 15:00:00,56,3
10761,2020-12-31 15:00:00,57,3
10762,2020-12-31 15:00:00,64,3
10763,2020-12-31 15:00:00,76,3
10764,2020-12-31 15:00:00,89,3
10765,2020-12-31 15:00:00,94,3
10766,2020-12-31 15:00:00,97,3
10767,2020-12-31 15:00:00,100,3
10768,2020-12-31 15:00:00,105,3
10769,2020-12-31 15:00:00,114,3
10770,2020-12-31 15:00:00,125,3
10771,2020-12-31 15:00:00,128,3
10772,2020-12-31 15:00:00,133,3
10773,2020-12-31 15:00:00,145,3
10774,2020-12-31 15:00:00,149,3
10775,2020-12-31 15:00:00,152,3
10776,2020-12-31 15:00:00,193,3
10777,2020-12-31 15:00:00,206,3
10778,2020-12-31 15:00:00,210,3
10779,2020-12-31 15:00:00,223,3
10780,2020-12-31 15:00:00,251,3
10781,2020-12-31 15:00:00,258,3
10782,2020-12-31 15:00:00,265,3
10783,2020-12-31 15:00:00,269,3
10784,2020-12-31 15:00:00,277,3
10785,2020-12-31 15:00:00,290,3
10786,2020-12-31 15:00:00,298,3
10787,2020-12-31 15:00:00,301,3
10788,2020-12-31 15:00:00,306,3
10789,2020-12-31 15:00:00,308,3
10790,2020-12-31 15:00:00,312,3
10791,2020-12-31 15:00:00,313,3
10792,2020-12-31 15:00:00,316,3
10793,2020-12-31 15:00:00,318,3
10794,2020-12-31 15:00:00,319,3
10795,2020-12-31 15:00:00,320,3
10796,2020-12-31 15:00:00,338,3
10797,2020-12-31 15:00:00,350,3
10798,2020-12-31 15:00:00,362,3
10799,2020-12-31 15:00:00,386,3
10800,2020-12-31 15:00:00,389,3
10801,2020-12-31 15:00:00,392,3
10802,2020-12-31 15:00:00,395,3
10803,2020-12-31 15:00:00,398,3
10804,2020-12-31 15:00:00,440,3
10805,2020-12-31 15:00:00,451,3
10806,2020-12-31 15:00:00,457,3
10807,2020-12-31 15:00:00,469,3
10808,2020-12-31 15:00:00,479,3
10809,2020-12-31 15:00:00,491,3
10810,2020-12-31 15:00:00,498,3
10811,2020-12-31 15:00:00,513,3
10812,2020-12-31 15:00:00,514,3
10813,2020-12-31 15:00:00,522,3
10814,2020-12-31 15:00:00,535,3
10815,2020-12-31 15:00:00,537,3
10816,2020-12-31 15:00:00,541,3
10817,2020-12-31 15:00:00,558,3
10818,2020-12-31 15:00:00,561,3
10819,2020-12-31 15:00:00,574,3
10820,2020-12-31 15:00:00,589,3
10821,2020-12-31 15:00:00,598,3
10822,2020-12-31 15:00:00,599,3
10823,2020-12-31 15:00:00,613,3
10824,2020-12-31 15:00:00,615,3
10825,2020-12-31 15:00:00,616,3
10826,2020-12-31 15:00:00,620,3
10827,2020-12-31 15:00:00,625,3
10828,2020-12-31 15:00:00,638,3
10829,2020-12-31 15:00:00,651,3
10830,2020-12-31 15:00:00,654,3
10831,2020-12-31 15:00:00,662,3
10832,2020-12-31 15:00:00,689,3
10833,2020-12-31 15:00:00,691,3
10834,2020-12-31 15:00:00,695,3
10835,2020-12-31 15:00:00,702,3
10836,2020-12-31 15:00:00,748,3
10837,2020-12-31 15:00:00,758,3
10838,2020-12-31 15:00:00,766,3
10839,2020-12-31 15:00:00,790,3
10840,2020-12-31 15:00:00,805,3
10841,2020-12-31 15:00:00,807,3
10842,2020-12-31 15:00:00,810,3
10843,2020-12-31 15:00:00,832,3
10844,2020-12-31 15:00:00,840,3
10845,2020-12-31 15:00:00,1,2
10846,2020-12-31 15:00:00,2,2
10847,2020-12-31 15:00:00,9,2
10848,2020-12-31 15:00:00,15,2
10849,2020-12-31 15:00:00,17,2
10850,2020-12-31 15:00:00,31,2
10851,2020-12-31 15:00:00,36,2
10852,2020-12-31 15:00:00,39,2
10853,2020-12-31 15:00:00,47,2
10854,2020-12-31 15:00:00,48,2
10855,2020-12-31 15:00:00,50,2
10856,2020-12-31 15:00:00,58,2
10857,2020-12-31 15:00:00,68,2
10858,2020-12-31 15:00:00,74,2
10859,2020-12-31 15:00:00,80,2
10860,2020-12-31 15:00:00,85,2
10861,2020-12-31 15:00:00,91,2
10862,2020-12-31 15:00:00,93,2
10863,2020-12-31 15:00:00,96,2
10864,2020-12-31 15:00:00,106,2
10865,2020-12-31 15:00:00,109,2
10866,2020-12-31 15:00:00,115,2
10867,2020-12-31 15:00:00,117,2
10868,2020-12-31 15:00:00,123,2
10869,2020-12-31 15:00:00,129,2
10870,2020-12-31 15:00:00,131,2
10871,2020-12-31 15:00:00,138,2
10872,2020-12-31 15:00:00,140,2
10873,2020-12-31 15:00:00,142,2
10874,2020-12-31 15:00:00,157,2
10875,2020-12-31 15:00:00,162,2
10876,2020-12-31 15:00:00,164,2
10877,2020-12-31 15:00:00,168,2
10878,2020-12-31 15:00:00,169,2
10879,2020-12-31 15:00:00,171,2
10880,2020-12-31 15:00:00,173,2
10881,2020-12-31 15:00:00,178,2
10882,2020-12-31 15:00:00,182,2
10883,2020-12-31 15:00:00,190,2
10884,2020-12-31 15:00:00,192,2
10885,2020-12-31 15:00:00,224,2
10886,2020-12-31 15:00:00,228,2
10887,2020-12-31 15:00:00,237,2
10888,2020-12-31 15:00:00,254,2
10889,2020-12-31 15:00:00,261,2
10890,2020-12-31 15:00:00,263,2
10891,2020-12-31 15:00:00,264,2
10892,2020-12-31 15:00:00,267,2
10893,2020-12-31 15:00:00,273,2
10894,2020-12-31 15:00:00,275,2
10895,2020-12-31 15:00:00,279,2
10896,2020-12-31 15:00:00,280,2
10897,2020-12-31 15:00:00,281,2
10898,2020-12-31 15:00:00,282,2
10899,2020-12-31 15:00:00,284,2
10900,2020-12-31 15:00:00,288,2
10901,2020-12-31 15:00:00,291,2
10902,2020-12-31 15:00:00,296,2
10903,2020-12-31 15:00:00,299,2
10904,2020-12-31 15:00:00,311,2
10905,2020-12-31 15:00:00,326,2
10906,2020-12-31 15:00:00,330,2
10907,2020-12-31 15:00:00,336,2
10908,2020-12-31 15:00:00,341,2
10909,2020-12-31 15:00:00,347,2
10910,2020-12-31 15:00:00,357,2
10911,2020-12-31 15:00:00,359,2
10912,2020-12-31 15:00:00,376,2
10913,2020-12-31 15:00:00,383,2
10914,2020-12-31 15:00:00,388,2
10915,2020-12-31 15:00:00,396,2
10916,2020-12-31 15:00:00,399,2
10917,2020-12-31 15:00:00,402,2
10918,2020-12-31 15:00:00,409,2
10919,2020-12-31 15:00:00,411,2
10920,2020-12-31 15:00:00,423,2
10921,2020-12-31 15:00:00,425,2
10922,2020-12-31 15:00:00,430,2
10923,2020-12-31 15:00:00,437,2
10924,2020-12-31 15:00:00,444,2
10925,2020-12-31 15:00:00,454,2
10926,2020-12-31 15:00:00,471,2
10927,2020-12-31 15:00:00,497,2
10928,2020-12-31 15:00:00,503,2
10929,2020-12-31 15:00:00,504,2
10930,2020-12-31 15:00:00,505,2
10931,2020-12-31 15:00:00,512,2
10932,2020-12-31 15:00:00,515,2
10933,2020-12-31 15:00:00,529,2
10934,2020-12-31 15:00:00,533,2
10935,2020-12-31 15:00:00,534,2
10936,2020-12-31 15:00:00,539,2
10937,2020-12-31 15:00:00,549,2
10938,2020-12-31 15:00:00,554,2
10939,2020-12-31 15:00:00,564,2
10940,2020-12-31 15:00:00,565,2
10941,2020-12-31 15:00:00,566,2
10942,2020-12-31 15:00:00,571,2
10943,2020-12-31 15:00:00,577,2
10944,2020-12-31 15:00:00,578,2
10945,2020-12-31 15:00:00,583,2
10946,2020-12-31 15:00:00,588,2
10947,2020-12-31 15:00:00,601,2
10948,2020-12-31 15:00:00,606,2
10949,2020-12-31 15:00:00,607,2
10950,2020-12-31 15:00:00,614,2
10951,2020-12-31 15:00:00,633,2
10952,2020-12-31 15:00:00,636,2
10953,2020-12-31 15:00:00,641,2
10954,2020-12-31 15:00:00,642,2
10955,2020-12-31 15:00:00,643,2
10956,2020-12-31 15:00:00,653,2
10957,2020-12-31 15:00:00,659,2
10958,2020-12-31 15:00:00,682,2
10959,2020-12-31 15:00:00,685,2
10960,2020-12-31 15:00:00,693,2
10961,2020-12-31 15:00:00,701,2
10962,2020-12-31 15:00:00,703,2
10963,2020-12-31 15:00:00,707,2
10964,2020-12-31 15:00:00,714,2
10965,2020-12-31 15:00:00,715,2
10966,2020-12-31 15:00:00,722,2
10967,2020-12-31 15:00:00,724,2
10968,2020-12-31 15:00:00,726,2
10969,2020-12-31 15:00:00,727,2
10970,2020-12-31 15:00:00,729,2
10971,2020-12-31 15:00:00,733,2
10972,2020-12-31 15:00:00,734,2
10973,2020-12-31 15:00:00,738,2
10974,2020-12-31 15:00:00,757,2
10975,2020-12-31 15:00:00,772,2
10976,2020-12-31 15:00:00,773,2
10977,2020-12-31 15:00:00,775,2
10978,2020-12-31 15:00:00,793,2
10979,2020-12-31 15:00:00,794,2
10980,2020-12-31 15:00:00,800,2
10981,2020-12-31 15:00:00,803,2
10982,2020-12-31 15:00:00,804,2
10983,2020-12-31 15:00:00,830,2
10984,2020-12-31 15:00:00,836,2
10985,2020-12-31 15:00:00,841,2
10986,2020-12-31 15:00:00,4,1
10987,2020-12-31 15:00:00,12,1
10988,2020-12-31 15:00:00,18,1
10989,2020-12-31 15:00:00,23,1
10990,2020-12-31 15:00:00,25,1
10991,2020-12-31 15:00:00,26,1
10992,2020-12-31 15:00:00,29,1
10993,2020-12-31 15:00:00,33,1
10994,2020-12-31 15:00:00,41,1
10995,2020-12-31 15:00:00,42,1
10996,2020-12-31 15:00:00,45,1
10997,2020-12-31 15:00:00,55,1
10998,2020-12-31 15:00:00,66,1
10999,2020-12-31 15:00:00,70,1
11000,2020-12-31 15:00:00,71,1
11001,2020-12-31 15:00:00,72,1
11002,2020-12-31 15:00:00,75,1
11003,2020-12-31 15:00:00,86,1
11004,2020-12-31 15:00:00,88,1
11005,2020-12-31 15:00:00,92,1
11006,2020-12-31 15:00:00,95,1
11007,2020-12-31 15:00:00,98,1
11008,2020-12-31 15:00:00,101,1
11009,2020-12-31 15:00:00,103,1
11010,2020-12-31 15:00:00,104,1
11011,2020-12-31 15:00:00,111,1
11012,2020-12-31 15:00:00,113,1
11013,2020-12-31 15:00:00,121,1
11014,2020-12-31 15:00:00,124,1
11015,2020-12-31 15:00:00,126,1
11016,2020-12-31 15:00:00,135,1
11017,2020-12-31 15:00:00,158,1
11018,2020-12-31 15:00:00,163,1
11019,2020-12-31 15:00:00,165,1
11020,2020-12-31 15:00:00,167,1
11021,2020-12-31 15:00:00,170,1
11022,2020-12-31 15:00:00,172,1
11023,2020-12-31 15:00:00,174,1
11024,2020-12-31 15:00:00,176,1
11025,2020-12-31 15:00:00,180,1
11026,2020-12-31 15:00:00,184,1
11027,2020-12-31 15:00:00,187,1
11028,2020-12-31 15:00:00,188,1
11029,2020-12-31 15:00:00,189,1
11030,2020-12-31 15:00:00,196,1
11031,2020-12-31 15:00:00,201,1
11032,2020-12-31 15:00:00,209,1
11033,2020-12-31 15:00:00,216,1
11034,2020-12-31 15:00:00,217,1
11035,2020-12-31 15:00:00,218,1
11036,2020-12-31 15:00:00,221,1
11037,2020-12-31 15:00:00,225,1
11038,2020-12-31 15:00:00,231,1
11039,2020-12-31 15:00:00,233,1
11040,2020-12-31 15:00:00,235,1
11041,2020-12-31 15:00:00,238,1
11042,2020-12-31 15:00:00,239,1
11043,2020-12-31 15:00:00,243,1
11044,2020-12-31 15:00:00,246,1
11045,2020-12-31 15:00:00,252,1
11046,2020-12-31 15:00:00,253,1
11047,2020-12-31 15:00:00,259,1
11048,2020-12-31 15:00:00,260,1
11049,2020-12-31 15:00:00,266,1
11050,2020-12-31 15:00:00,274,1
11051,2020-12-31 15:00:00,276,1
11052,2020-12-31 15:00:00,287,1
11053,2020-12-31 15:00:00,293,1
11054,2020-12-31 15:00:00,295,1
11055,2020-12-31 15:00:00,302,1
11056,2020-12-31 15:00:00,314,1
11057,2020-12-31 15:00:00,322,1
11058,2020-12-31 15:00:00,333,1
11059,2020-12-31 15:00:00,339,1
11060,2020-12-31 15:00:00,340,1
11061,2020-12-31 15:00:00,343,1
11062,2020-12-31 15:00:00,348,1
11063,2020-12-31 15:00:00,352,1
11064,2020-12-31 15:00:00,354,1
11065,2020-12-31 15:00:00,360,1
11066,2020-12-31 15:00:00,363,1
11067,2020-12-31 15:00:00,367,1
11068,2020-12-31 15:00:00,375,1
11069,2020-12-31 15:00:00,378,1
11070,2020-12-31 15:00:00,381,1
11071,2020-12-31 15:00:00,382,1
11072,2020-12-31 15:00:00,384,1
11073,2020-12-31 15:00:00,387,1
11074,2020-12-31 15:00:00,410,1
11075,2020-12-31 15:00:00,412,1
11076,2020-12-31 15:00:00,420,1
11077,2020-12-31 15:00:00,421,1
11078,2020-12-31 15:00:00,424,1
11079,2020-12-31 15:00:00,428,1
11080,2020-12-31 15:00:00,433,1
11081,2020-12-31 15:00:00,435,1
11082,2020-12-31 15:00:00,443,1
11083,2020-12-31 15:00:00,463,1
11084,2020-12-31 15:00:00,464,1
11085,2020-12-31 15:00:00,466,1
11086,2020-12-31 15:00:00,467,1
11087,2020-12-31 15:00:00,468,1
11088,2020-12-31 15:00:00,484,1
11089,2020-12-31 15:00:00,485,1
11090,2020-12-31 15:00:00,488,1
11091,2020-12-31 15:00:00,489,1
11092,2020-12-31 15:00:00,492,1
11093,2020-12-31 15:00:00,507,1
11094,2020-12-31 15:00:00,520,1
11095,2020-12-31 15:00:00,527,1
11096,2020-12-31 15:00:00,536,1
11097,2020-12-31 15:00:00,542,1
11098,2020-12-31 15:00:00,545,1
11099,2020-12-31 15:00:00,556,1
11100,2020-12-31 15:00:00,557,1
11101,2020-12-31 15:00:00,559,1
11102,2020-12-31 15:00:00,570,1
11103,2020-12-31 15:00:00,586,1
11104,2020-12-31 15:00:00,587,1
11105,2020-12-31 15:00:00,592,1
11106,2020-12-31 15:00:00,593,1
11107,2020-12-31 15:00:00,597,1
11108,2020-12-31 15:00:00,602,1
11109,2020-12-31 15:00:00,617,1
11110,2020-12-31 15:00:00,619,1
11111,2020-12-31 15:00:00,622,1
11112,2020-12-31 15:00:00,623,1
11113,2020-12-31 15:00:00,626,1
11114,2020-12-31 15:00:00,634,1
11115,2020-12-31 15:00:00,644,1
11116,2020-12-31 15:00:00,646,1
11117,2020-12-31 15:00:00,655,1
11118,2020-12-31 15:00:00,660,1
11119,2020-12-31 15:00:00,661,1
11120,2020-12-31 15:00:00,663,1
11121,2020-12-31 15:00:00,667,1
11122,2020-12-31 15:00:00,677,1
11123,2020-12-31 15:00:00,679,1
11124,2020-12-31 15:00:00,680,1
11125,2020-12-31 15:00:00,681,1
11126,2020-12-31 15:00:00,684,1
11127,2020-12-31 15:00:00,690,1
11128,2020-12-31 15:00:00,694,1
11129,2020-12-31 15:00:00,712,1
11130,2020-12-31 15:00:00,717,1
11131,2020-12-31 15:00:00,718,1
11132,2020-12-31 15:00:00,720,1
11133,2020-12-31 15:00:00,721,1
11134,2020-12-31 15:00:00,723,1
11135,2020-12-31 15:00:00,725,1
11136,2020-12-31 15:00:00,728,1
11137,2020-12-31 15:00:00,730,1
11138,2020-12-31 15:00:00,731,1
11139,2020-12-31 15:00:00,739,1
11140,2020-12-31 15:00:00,741,1
11141,2020-12-31 15:00:00,744,1
11142,2020-12-31 15:00:00,746,1
11143,2020-12-31 15:00:00,750,1
11144,2020-12-31 15:00:00,751,1
11145,2020-12-31 15:00:00,755,1
11146,2020-12-31 15:00:00,759,1
11147,2020-12-31 15:00:00,761,1
11148,2020-12-31 15:00:00,763,1
11149,2020-12-31 15:00:00,764,1
11150,2020-12-31 15:00:00,765,1
11151,2020-12-31 15:00:00,768,1
11152,2020-12-31 15:00:00,769,1
11153,2020-12-31 15:00:00,776,1
11154,2020-12-31 15:00:00,779,1
11155,2020-12-31 15:00:00,784,1
11156,2020-12-31 15:00:00,796,1
11157,2020-12-31 15:00:00,797,1
11158,2020-12-31 15:00:00,799,1
11159,2020-12-31 15:00:00,801,1
11160,2020-12-31 15:00:00,806,1
11161,2020-12-31 15:00:00,811,1
11162,2020-12-31 15:00:00,813,1
11163,2020-12-31 15:00:00,819,1
11164,2020-12-31 15:00:00,820,1
11165,2020-12-31 15:00:00,827,1
11166,2020-12-31 15:00:00,835,1
11167,2020-12-31 15:00:00,839,1
11168,2020-12-31 15:00:00,842,1
11169,2020-12-31 16:00:00,252,25
11170,2020-12-31 16:00:00,191,23
11171,2020-12-31 16:00:00,194,11
11172,2020-12-31 16:00:00,278,11
11173,2020-12-31 16:00:00,303,11
11174,2020-12-31 16:00:00,321,11
11175,2020-12-31 16:00:00,625,11
11176,2020-12-31 16:00:00,99,9
11177,2020-12-31 16:00:00,270,9
11178,2020-12-31 16:00:00,300,9
11179,2020-12-31 16:00:00,564,9
11180,2020-12-31 16:00:00,301,8
11181,2020-12-31 16:00:00,481,8
11182,2020-12-31 16:00:00,553,8
11183,2020-12-31 16:00:00,668,7
11184,2020-12-31 16:00:00,818,7
11185,2020-12-31 16:00:00,821,7
11186,2020-12-31 16:00:00,841,7
11187,2020-12-31 16:00:00,6,6
11188,2020-12-31 16:00:00,14,6
11189,2020-12-31 16:00:00,15,6
11190,2020-12-31 16:00:00,80,6
11191,2020-12-31 16:00:00,272,6
11192,2020-12-31 16:00:00,329,6
11193,2020-12-31 16:00:00,354,6
11194,2020-12-31 16:00:00,361,6
11195,2020-12-31 16:00:00,405,6
11196,2020-12-31 16:00:00,646,6
11197,2020-12-31 16:00:00,692,6
11198,2020-12-31 16:00:00,732,6
11199,2020-12-31 16:00:00,748,6
11200,2020-12-31 16:00:00,768,6
11201,2020-12-31 16:00:00,5,5
11202,2020-12-31 16:00:00,10,5
11203,2020-12-31 16:00:00,11,5
11204,2020-12-31 16:00:00,16,5
11205,2020-12-31 16:00:00,46,5
11206,2020-12-31 16:00:00,83,5
11207,2020-12-31 16:00:00,119,5
11208,2020-12-31 16:00:00,129,5
11209,2020-12-31 16:00:00,158,5
11210,2020-12-31 16:00:00,200,5
11211,2020-12-31 16:00:00,239,5
11212,2020-12-31 16:00:00,282,5
11213,2020-12-31 16:00:00,290,5
11214,2020-12-31 16:00:00,345,5
11215,2020-12-31 16:00:00,404,5
11216,2020-12-31 16:00:00,452,5
11217,2020-12-31 16:00:00,459,5
11218,2020-12-31 16:00:00,568,5
11219,2020-12-31 16:00:00,573,5
11220,2020-12-31 16:00:00,574,5
11221,2020-12-31 16:00:00,589,5
11222,2020-12-31 16:00:00,639,5
11223,2020-12-31 16:00:00,658,5
11224,2020-12-31 16:00:00,664,5
11225,2020-12-31 16:00:00,726,5
11226,2020-12-31 16:00:00,815,5
11227,2020-12-31 16:00:00,842,5
11228,2020-12-31 16:00:00,8,4
11229,2020-12-31 16:00:00,43,4
11230,2020-12-31 16:00:00,109,4
11231,2020-12-31 16:00:00,133,4
11232,2020-12-31 16:00:00,169,4
11233,2020-12-31 16:00:00,190,4
11234,2020-12-31 16:00:00,192,4
11235,2020-12-31 16:00:00,228,4
11236,2020-12-31 16:00:00,234,4
11237,2020-12-31 16:00:00,251,4
11238,2020-12-31 16:00:00,273,4
11239,2020-12-31 16:00:00,279,4
11240,2020-12-31 16:00:00,341,4
11241,2020-12-31 16:00:00,356,4
11242,2020-12-31 16:00:00,374,4
11243,2020-12-31 16:00:00,388,4
11244,2020-12-31 16:00:00,419,4
11245,2020-12-31 16:00:00,420,4
11246,2020-12-31 16:00:00,427,4
11247,2020-12-31 16:00:00,446,4
11248,2020-12-31 16:00:00,460,4
11249,2020-12-31 16:00:00,492,4
11250,2020-12-31 16:00:00,535,4
11251,2020-12-31 16:00:00,587,4
11252,2020-12-31 16:00:00,600,4
11253,2020-12-31 16:00:00,601,4
11254,2020-12-31 16:00:00,633,4
11255,2020-12-31 16:00:00,681,4
11256,2020-12-31 16:00:00,747,4
11257,2020-12-31 16:00:00,749,4
11258,2020-12-31 16:00:00,756,4
11259,2020-12-31 16:00:00,29,3
11260,2020-12-31 16:00:00,37,3
11261,2020-12-31 16:00:00,38,3
11262,2020-12-31 16:00:00,39,3
11263,2020-12-31 16:00:00,40,3
11264,2020-12-31 16:00:00,48,3
11265,2020-12-31 16:00:00,53,3
11266,2020-12-31 16:00:00,54,3
11267,2020-12-31 16:00:00,56,3
11268,2020-12-31 16:00:00,57,3
11269,2020-12-31 16:00:00,66,3
11270,2020-12-31 16:00:00,72,3
11271,2020-12-31 16:00:00,74,3
11272,2020-12-31 16:00:00,77,3
11273,2020-12-31 16:00:00,89,3
11274,2020-12-31 16:00:00,92,3
11275,2020-12-31 16:00:00,94,3
11276,2020-12-31 16:00:00,96,3
11277,2020-12-31 16:00:00,103,3
11278,2020-12-31 16:00:00,138,3
11279,2020-12-31 16:00:00,152,3
11280,2020-12-31 16:00:00,153,3
11281,2020-12-31 16:00:00,156,3
11282,2020-12-31 16:00:00,159,3
11283,2020-12-31 16:00:00,160,3
11284,2020-12-31 16:00:00,172,3
11285,2020-12-31 16:00:00,181,3
11286,2020-12-31 16:00:00,189,3
11287,2020-12-31 16:00:00,196,3
11288,2020-12-31 16:00:00,202,3
11289,2020-12-31 16:00:00,206,3
11290,2020-12-31 16:00:00,213,3
11291,2020-12-31 16:00:00,233,3
11292,2020-12-31 16:00:00,244,3
11293,2020-12-31 16:00:00,245,3
11294,2020-12-31 16:00:00,248,3
11295,2020-12-31 16:00:00,271,3
11296,2020-12-31 16:00:00,292,3
11297,2020-12-31 16:00:00,302,3
11298,2020-12-31 16:00:00,307,3
11299,2020-12-31 16:00:00,331,3
11300,2020-12-31 16:00:00,343,3
11301,2020-12-31 16:00:00,365,3
11302,2020-12-31 16:00:00,375,3
11303,2020-12-31 16:00:00,378,3
11304,2020-12-31 16:00:00,448,3
11305,2020-12-31 16:00:00,451,3
11306,2020-12-31 16:00:00,457,3
11307,2020-12-31 16:00:00,458,3
11308,2020-12-31 16:00:00,467,3
11309,2020-12-31 16:00:00,474,3
11310,2020-12-31 16:00:00,495,3
11311,2020-12-31 16:00:00,510,3
11312,2020-12-31 16:00:00,511,3
11313,2020-12-31 16:00:00,512,3
11314,2020-12-31 16:00:00,531,3
11315,2020-12-31 16:00:00,540,3
11316,2020-12-31 16:00:00,579,3
11317,2020-12-31 16:00:00,584,3
11318,2020-12-31 16:00:00,598,3
11319,2020-12-31 16:00:00,603,3
11320,2020-12-31 16:00:00,614,3
11321,2020-12-31 16:00:00,616,3
11322,2020-12-31 16:00:00,626,3
11323,2020-12-31 16:00:00,663,3
11324,2020-12-31 16:00:00,670,3
11325,2020-12-31 16:00:00,671,3
11326,2020-12-31 16:00:00,687,3
11327,2020-12-31 16:00:00,691,3
11328,2020-12-31 16:00:00,695,3
11329,2020-12-31 16:00:00,706,3
11330,2020-12-31 16:00:00,709,3
11331,2020-12-31 16:00:00,730,3
11332,2020-12-31 16:00:00,737,3
11333,2020-12-31 16:00:00,746,3
11334,2020-12-31 16:00:00,758,3
11335,2020-12-31 16:00:00,762,3
11336,2020-12-31 16:00:00,763,3
11337,2020-12-31 16:00:00,773,3
11338,2020-12-31 16:00:00,784,3
11339,2020-12-31 16:00:00,785,3
11340,2020-12-31 16:00:00,803,3
11341,2020-12-31 16:00:00,806,3
11342,2020-12-31 16:00:00,819,3
11343,2020-12-31 16:00:00,826,3
11344,2020-12-31 16:00:00,830,3
11345,2020-12-31 16:00:00,836,3
11346,2020-12-31 16:00:00,2,2
11347,2020-12-31 16:00:00,18,2
11348,2020-12-31 16:00:00,22,2
11349,2020-12-31 16:00:00,24,2
11350,2020-12-31 16:00:00,26,2
11351,2020-12-31 16:00:00,28,2
11352,2020-12-31 16:00:00,31,2
11353,2020-12-31 16:00:00,32,2
11354,2020-12-31 16:00:00,34,2
11355,2020-12-31 16:00:00,47,2
11356,2020-12-31 16:00:00,64,2
11357,2020-12-31 16:00:00,69,2
11358,2020-12-31 16:00:00,70,2
11359,2020-12-31 16:00:00,71,2
11360,2020-12-31 16:00:00,79,2
11361,2020-12-31 16:00:00,85,2
11362,2020-12-31 16:00:00,87,2
11363,2020-12-31 16:00:00,102,2
11364,2020-12-31 16:00:00,105,2
11365,2020-12-31 16:00:00,122,2
11366,2020-12-31 16:00:00,125,2
11367,2020-12-31 16:00:00,127,2
11368,2020-12-31 16:00:00,128,2
11369,2020-12-31 16:00:00,130,2
11370,2020-12-31 16:00:00,141,2
11371,2020-12-31 16:00:00,142,2
11372,2020-12-31 16:00:00,144,2
11373,2020-12-31 16:00:00,154,2
11374,2020-12-31 16:00:00,157,2
11375,2020-12-31 16:00:00,183,2
11376,2020-12-31 16:00:00,193,2
11377,2020-12-31 16:00:00,195,2
11378,2020-12-31 16:00:00,201,2
11379,2020-12-31 16:00:00,203,2
11380,2020-12-31 16:00:00,207,2
11381,2020-12-31 16:00:00,218,2
11382,2020-12-31 16:00:00,226,2
11383,2020-12-31 16:00:00,230,2
11384,2020-12-31 16:00:00,235,2
11385,2020-12-31 16:00:00,253,2
11386,2020-12-31 16:00:00,259,2
11387,2020-12-31 16:00:00,261,2
11388,2020-12-31 16:00:00,263,2
